1.3208e+05,1.3236e+05,2
1.3236e+05,1.3264e+05,2
1.3264e+05,1.3292e+05,2
1.3293e+05,1.332e+05,2
1.3321e+05,1.3349e+05,2
1.335e+05,1.3378e+05,2
1.3379e+05,1.3407e+05,2
1.3407e+05,1.3435e+05,2
1.3436e+05,1.3464e+05,2
1.3464e+05,1.3492e+05,2
1.3493e+05,1.352e+05,2
1.3521e+05,1.3549e+05,2
1.3549e+05,1.3577e+05,2
1.3577e+05,1.3605e+05,2
1.3605e+05,1.3633e+05,2
1.3633e+05,1.3661e+05,2
1.3661e+05,1.3689e+05,2
1.3689e+05,1.3717e+05,2
1.3717e+05,1.3745e+05,2
1.3745e+05,1.3773e+05,2
1.3773e+05,1.3801e+05,2
1.38e+05,1.3828e+05,2
1.3828e+05,1.3855e+05,2
1.3856e+05,1.3884e+05,2
1.3884e+05,1.3911e+05,2
1.3912e+05,1.394e+05,2
1.3939e+05,1.3967e+05,2
1.3967e+05,1.3995e+05,2
1.3995e+05,1.4023e+05,2
1.4022e+05,1.405e+05,2
1.405e+05,1.4078e+05,2
1.4078e+05,1.4106e+05,2
1.4106e+05,1.4134e+05,2
1.4134e+05,1.4162e+05,1
1.4148e+05,1.4175e+05,2
1.4181e+05,1.4209e+05,2
1.421e+05,1.4238e+05,2
1.4239e+05,1.4266e+05,2
1.4267e+05,1.4295e+05,2
1.4295e+05,1.4323e+05,2
1.4323e+05,1.4351e+05,2
1.4351e+05,1.4379e+05,2
1.438e+05,1.4408e+05,2
1.4408e+05,1.4436e+05,2
1.4436e+05,1.4464e+05,2
1.4465e+05,1.4493e+05,2
1.4494e+05,1.4522e+05,2
1.4522e+05,1.455e+05,2
1.4551e+05,1.4579e+05,2
1.458e+05,1.4608e+05,2
1.4608e+05,1.4636e+05,2
1.4637e+05,1.4665e+05,2
1.4666e+05,1.4693e+05,1
1.4679e+05,1.4707e+05,2
1.4712e+05,1.474e+05,2
1.4741e+05,1.4769e+05,2
1.477e+05,1.4797e+05,2
1.4798e+05,1.4826e+05,2
1.4826e+05,1.4854e+05,2
1.4854e+05,1.4882e+05,2
1.4882e+05,1.491e+05,2
1.4911e+05,1.4939e+05,2
1.4939e+05,1.4967e+05,2
1.4968e+05,1.4996e+05,2
1.4997e+05,1.5025e+05,2
1.5025e+05,1.5053e+05,2
1.5053e+05,1.508e+05,2
1.5079e+05,1.5107e+05,2
1.5106e+05,1.5134e+05,2
1.5133e+05,1.5161e+05,2
1.516e+05,1.5188e+05,2
1.5188e+05,1.5216e+05,2
1.5215e+05,1.5243e+05,2
1.5243e+05,1.5271e+05,2
1.527e+05,1.5298e+05,2
1.5297e+05,1.5325e+05,2
1.5323e+05,1.5351e+05,2
1.535e+05,1.5378e+05,2
1.5375e+05,1.5403e+05,2
1.5403e+05,1.5431e+05,2
1.543e+05,1.5458e+05,2
1.5459e+05,1.5487e+05,2
1.5487e+05,1.5515e+05,2
1.5517e+05,1.5545e+05,2
1.5546e+05,1.5574e+05,2
1.5576e+05,1.5604e+05,2
1.5605e+05,1.5633e+05,1
1.5619e+05,1.5647e+05,2
1.5653e+05,1.5681e+05,2
1.5682e+05,1.571e+05,2
1.5711e+05,1.5739e+05,1
1.5726e+05,1.5754e+05,2
1.5761e+05,1.5789e+05,2
1.5791e+05,1.5818e+05,2
1.582e+05,1.5848e+05,2
1.5849e+05,1.5877e+05,1
1.5862e+05,1.589e+05,2
1.5896e+05,1.5924e+05,2
1.5927e+05,1.5954e+05,2
1.5956e+05,1.5984e+05,2
1.5986e+05,1.6013e+05,1
1.5999e+05,1.6027e+05,2
1.6034e+05,1.6062e+05,2
1.6065e+05,1.6093e+05,2
1.6095e+05,1.6123e+05,1
1.6109e+05,1.6137e+05,2
1.6144e+05,1.6172e+05,2
1.6174e+05,1.6202e+05,2
1.6204e+05,1.6232e+05,2
1.6234e+05,1.6262e+05,1
1.6247e+05,1.6275e+05,2
1.6281e+05,1.6309e+05,2
1.6311e+05,1.6339e+05,2
1.6341e+05,1.6368e+05,2
1.6369e+05,1.6397e+05,1
1.6385e+05,1.6413e+05,2
1.642e+05,1.6447e+05,2
1.6449e+05,1.6477e+05,2
1.6479e+05,1.6507e+05,2
1.6509e+05,1.6537e+05,2
1.6539e+05,1.6566e+05,2
1.6568e+05,1.6596e+05,2
1.6598e+05,1.6626e+05,2
1.6627e+05,1.6655e+05,2
1.6656e+05,1.6684e+05,2
1.6685e+05,1.6713e+05,2
1.6714e+05,1.6742e+05,2
1.6743e+05,1.6771e+05,2
1.6772e+05,1.6799e+05,1
1.6787e+05,1.6815e+05,2
1.6822e+05,1.685e+05,2
1.6852e+05,1.688e+05,2
1.6881e+05,1.6909e+05,2
1.691e+05,1.6938e+05,1
1.6926e+05,1.6954e+05,2
1.6961e+05,1.6989e+05,2
1.699e+05,1.7018e+05,2
1.7018e+05,1.7046e+05,2
1.7047e+05,1.7075e+05,2
1.7076e+05,1.7104e+05,1
1.7091e+05,1.7119e+05,2
1.7126e+05,1.7154e+05,2
1.7156e+05,1.7183e+05,2
1.7185e+05,1.7213e+05,2
1.7213e+05,1.7241e+05,2
1.7242e+05,1.727e+05,2
1.727e+05,1.7298e+05,1
1.7284e+05,1.7312e+05,2
1.7318e+05,1.7346e+05,2
1.7347e+05,1.7375e+05,2
1.7376e+05,1.7403e+05,2
1.7404e+05,1.7432e+05,1
1.7419e+05,1.7447e+05,2
1.7453e+05,1.7481e+05,2
1.7482e+05,1.751e+05,2
1.7511e+05,1.7539e+05,2
1.754e+05,1.7568e+05,2
1.7569e+05,1.7597e+05,1
1.7584e+05,1.7612e+05,2
1.7619e+05,1.7647e+05,2
1.7648e+05,1.7675e+05,2
1.7676e+05,1.7704e+05,2
1.7705e+05,1.7733e+05,1
1.772e+05,1.7748e+05,2
1.7754e+05,1.7782e+05,2
1.7783e+05,1.7811e+05,2
1.781e+05,1.7838e+05,1
1.7825e+05,1.7853e+05,2
1.7857e+05,1.7885e+05,2
1.7885e+05,1.7913e+05,2
1.7912e+05,1.794e+05,1
1.7927e+05,1.7955e+05,2
1.796e+05,1.7988e+05,2
1.7988e+05,1.8016e+05,2
1.8016e+05,1.8044e+05,1
1.8031e+05,1.8059e+05,2
1.8064e+05,1.8092e+05,2
1.8092e+05,1.812e+05,2
1.8118e+05,1.8146e+05,1
1.8133e+05,1.8161e+05,2
1.8166e+05,1.8194e+05,2
1.8194e+05,1.8221e+05,1
1.8209e+05,1.8237e+05,2
1.8243e+05,1.8271e+05,2
1.8272e+05,1.83e+05,2
1.83e+05,1.8328e+05,1
1.8314e+05,1.8342e+05,2
1.8348e+05,1.8376e+05,2
1.8378e+05,1.8406e+05,2
1.8407e+05,1.8435e+05,2
1.8435e+05,1.8463e+05,2
1.8464e+05,1.8492e+05,1
1.8478e+05,1.8506e+05,2
1.8512e+05,1.854e+05,2
1.8543e+05,1.8571e+05,2
1.8573e+05,1.8601e+05,2
1.8602e+05,1.863e+05,1
1.8615e+05,1.8643e+05,2
1.865e+05,1.8678e+05,2
1.8679e+05,1.8707e+05,2
1.8708e+05,1.8736e+05,1
1.8722e+05,1.875e+05,2
1.8757e+05,1.8785e+05,2
1.8787e+05,1.8815e+05,2
1.8817e+05,1.8845e+05,1
1.883e+05,1.8858e+05,2
1.8866e+05,1.8894e+05,2
1.8896e+05,1.8924e+05,2
1.8926e+05,1.8954e+05,2
1.8956e+05,1.8984e+05,2
1.8986e+05,1.9014e+05,2
1.9015e+05,1.9043e+05,2
1.9045e+05,1.9073e+05,2
1.9075e+05,1.9103e+05,2
1.9105e+05,1.9133e+05,2
1.9134e+05,1.9162e+05,2
1.9164e+05,1.9192e+05,2
1.9193e+05,1.9221e+05,2
1.9223e+05,1.9251e+05,2
1.9252e+05,1.928e+05,2
1.9281e+05,1.9309e+05,1
1.9295e+05,1.9323e+05,2
1.933e+05,1.9358e+05,2
1.936e+05,1.9388e+05,2
1.939e+05,1.9418e+05,2
1.9419e+05,1.9446e+05,1
1.9433e+05,1.9461e+05,2
1.9467e+05,1.9495e+05,2
1.9497e+05,1.9525e+05,2
1.9526e+05,1.9554e+05,2
1.9555e+05,1.9583e+05,1
1.9569e+05,1.9596e+05,2
1.9603e+05,1.9631e+05,2
1.9633e+05,1.9661e+05,2
1.9662e+05,1.969e+05,2
1.9691e+05,1.9719e+05,1
1.9705e+05,1.9733e+05,2
1.9739e+05,1.9767e+05,2
1.9768e+05,1.9796e+05,2
1.9798e+05,1.9825e+05,2
1.9826e+05,1.9854e+05,2
1.9854e+05,1.9882e+05,2
1.9882e+05,1.991e+05,2
1.9911e+05,1.9939e+05,2
1.9939e+05,1.9967e+05,2
1.9967e+05,1.9995e+05,2
1.9996e+05,2.0024e+05,2
2.0024e+05,2.0052e+05,2
2.0052e+05,2.008e+05,2
2.008e+05,2.0108e+05,1
2.0096e+05,2.0123e+05,2
2.0129e+05,2.0157e+05,2
2.0158e+05,2.0186e+05,2
2.0186e+05,2.0214e+05,2
2.0214e+05,2.0242e+05,1
2.0229e+05,2.0257e+05,2
2.0263e+05,2.0291e+05,2
2.0292e+05,2.032e+05,2
2.0321e+05,2.0349e+05,2
2.0349e+05,2.0377e+05,2
2.0377e+05,2.0405e+05,2
2.0405e+05,2.0433e+05,2
2.0433e+05,2.0461e+05,2
2.0461e+05,2.0489e+05,2
2.0491e+05,2.0518e+05,2
2.0519e+05,2.0547e+05,2
2.0548e+05,2.0576e+05,2
2.0577e+05,2.0605e+05,2
2.0606e+05,2.0634e+05,2
2.0635e+05,2.0663e+05,2
2.0664e+05,2.0692e+05,2
2.0693e+05,2.0721e+05,2
2.0722e+05,2.075e+05,1
2.0736e+05,2.0764e+05,2
2.0771e+05,2.0799e+05,2
2.08e+05,2.0828e+05,2
2.0829e+05,2.0857e+05,1
2.0843e+05,2.087e+05,2
2.0877e+05,2.0905e+05,2
2.0907e+05,2.0935e+05,2
2.0935e+05,2.0963e+05,2
2.0964e+05,2.0992e+05,2
2.0994e+05,2.1021e+05,2
2.1023e+05,2.105e+05,2
2.1052e+05,2.108e+05,1
2.1066e+05,2.1093e+05,2
2.1101e+05,2.1129e+05,2
2.1131e+05,2.1159e+05,1
2.1146e+05,2.1174e+05,2
2.1182e+05,2.121e+05,2
2.1212e+05,2.124e+05,2
2.1241e+05,2.1269e+05,2
2.127e+05,2.1298e+05,1
2.1284e+05,2.1312e+05,2
2.1319e+05,2.1347e+05,2
2.1348e+05,2.1376e+05,2
2.1377e+05,2.1404e+05,2
2.1405e+05,2.1433e+05,1
2.142e+05,2.1448e+05,2
2.1455e+05,2.1483e+05,2
2.1485e+05,2.1512e+05,2
2.1514e+05,2.1542e+05,2
2.1543e+05,2.1571e+05,2
2.1572e+05,2.16e+05,1
2.1586e+05,2.1614e+05,2
2.1623e+05,2.1651e+05,2
2.1653e+05,2.1681e+05,2
2.1682e+05,2.1709e+05,2
2.171e+05,2.1738e+05,2
2.1738e+05,2.1766e+05,2
2.1766e+05,2.1794e+05,2
2.1795e+05,2.1823e+05,2
2.1823e+05,2.1851e+05,2
2.1852e+05,2.1879e+05,2
2.188e+05,2.1908e+05,2
2.1908e+05,2.1936e+05,2
2.1937e+05,2.1965e+05,2
2.1966e+05,2.1994e+05,2
2.1995e+05,2.2022e+05,2
2.2024e+05,2.2052e+05,2
2.2054e+05,2.2082e+05,2
2.2083e+05,2.2111e+05,2
2.2112e+05,2.214e+05,2
2.2141e+05,2.2169e+05,2
2.217e+05,2.2198e+05,2
2.2199e+05,2.2227e+05,2
2.2228e+05,2.2256e+05,2
2.2257e+05,2.2284e+05,2
2.2285e+05,2.2313e+05,2
2.2314e+05,2.2341e+05,2
2.2342e+05,2.237e+05,2
2.2371e+05,2.2399e+05,2
2.24e+05,2.2428e+05,2
2.2429e+05,2.2456e+05,2
2.2457e+05,2.2485e+05,2
2.2486e+05,2.2514e+05,2
2.2514e+05,2.2542e+05,2
2.2543e+05,2.2571e+05,2
2.2572e+05,2.26e+05,2
2.26e+05,2.2628e+05,2
2.2629e+05,2.2657e+05,2
2.2657e+05,2.2685e+05,2
2.2686e+05,2.2713e+05,2
2.2714e+05,2.2742e+05,2
2.2742e+05,2.277e+05,2
2.277e+05,2.2798e+05,2
2.2798e+05,2.2826e+05,2
2.2827e+05,2.2855e+05,2
2.2855e+05,2.2883e+05,2
2.2885e+05,2.2912e+05,2
2.2913e+05,2.2941e+05,2
2.2942e+05,2.297e+05,2
2.2972e+05,2.3e+05,2
2.3001e+05,2.3029e+05,2
2.303e+05,2.3058e+05,2
2.3059e+05,2.3087e+05,2
2.3089e+05,2.3117e+05,2
2.3118e+05,2.3146e+05,2
2.3146e+05,2.3174e+05,2
2.3175e+05,2.3203e+05,2
2.3205e+05,2.3232e+05,2
2.3234e+05,2.3262e+05,2
2.3263e+05,2.329e+05,2
2.3292e+05,2.332e+05,2
2.3321e+05,2.3349e+05,2
2.335e+05,2.3378e+05,2
2.3379e+05,2.3407e+05,2
2.3407e+05,2.3435e+05,2
2.3436e+05,2.3464e+05,2
2.3465e+05,2.3493e+05,2
2.3493e+05,2.3521e+05,2
2.3521e+05,2.3549e+05,2
2.3549e+05,2.3577e+05,2
2.3578e+05,2.3606e+05,2
2.3606e+05,2.3634e+05,2
2.3635e+05,2.3663e+05,2
2.3664e+05,2.3691e+05,2
2.3692e+05,2.372e+05,2
2.3721e+05,2.3749e+05,2
2.3749e+05,2.3777e+05,2
2.3777e+05,2.3805e+05,2
2.3806e+05,2.3833e+05,2
2.3834e+05,2.3862e+05,2
2.3862e+05,2.389e+05,2
2.3891e+05,2.3919e+05,2
2.392e+05,2.3947e+05,2
2.3948e+05,2.3976e+05,2
2.3977e+05,2.4005e+05,2
2.4005e+05,2.4033e+05,2
2.4034e+05,2.4062e+05,2
2.4063e+05,2.4091e+05,2
2.4091e+05,2.4119e+05,2
2.4119e+05,2.4147e+05,2
2.4148e+05,2.4175e+05,2
2.4176e+05,2.4204e+05,2
2.4204e+05,2.4232e+05,2
2.4232e+05,2.426e+05,2
2.4261e+05,2.4288e+05,2
2.4289e+05,2.4317e+05,2
2.4317e+05,2.4344e+05,2
2.4345e+05,2.4373e+05,2
2.4374e+05,2.4401e+05,2
2.4402e+05,2.443e+05,2
2.4431e+05,2.4459e+05,2
2.4461e+05,2.4489e+05,2
2.449e+05,2.4518e+05,2
2.4518e+05,2.4546e+05,2
2.4547e+05,2.4575e+05,2
2.4576e+05,2.4604e+05,2
2.4605e+05,2.4633e+05,2
2.4634e+05,2.4662e+05,2
2.4663e+05,2.4691e+05,2
2.4692e+05,2.472e+05,2
2.472e+05,2.4748e+05,2
2.4749e+05,2.4777e+05,2
2.4777e+05,2.4805e+05,2
2.4806e+05,2.4834e+05,2
2.4834e+05,2.4862e+05,2
2.4862e+05,2.489e+05,2
2.4891e+05,2.4918e+05,2
2.4919e+05,2.4947e+05,2
2.4947e+05,2.4975e+05,2
2.4976e+05,2.5004e+05,2
2.5004e+05,2.5032e+05,2
2.5033e+05,2.5061e+05,2
2.5061e+05,2.5089e+05,2
2.5089e+05,2.5117e+05,2
2.5118e+05,2.5146e+05,2
2.5146e+05,2.5174e+05,2
2.5174e+05,2.5202e+05,2
2.5202e+05,2.523e+05,2
2.5231e+05,2.5259e+05,2
2.5259e+05,2.5287e+05,2
2.5287e+05,2.5315e+05,2
2.5315e+05,2.5343e+05,2
2.5344e+05,2.5372e+05,2
2.5372e+05,2.54e+05,2
2.5401e+05,2.5428e+05,2
2.5429e+05,2.5457e+05,2
2.5457e+05,2.5485e+05,2
2.5485e+05,2.5513e+05,2
2.5513e+05,2.5541e+05,2
2.5541e+05,2.5569e+05,2
2.5569e+05,2.5597e+05,2
2.5598e+05,2.5626e+05,2
2.5626e+05,2.5654e+05,2
2.5655e+05,2.5683e+05,2
2.5684e+05,2.5712e+05,2
2.5713e+05,2.5741e+05,2
2.5742e+05,2.577e+05,2
2.5771e+05,2.5799e+05,2
2.58e+05,2.5828e+05,2
2.5829e+05,2.5857e+05,2
2.5858e+05,2.5885e+05,2
2.5886e+05,2.5914e+05,2
2.5915e+05,2.5943e+05,2
2.5944e+05,2.5972e+05,2
2.5972e+05,2.6e+05,2
2.6001e+05,2.6029e+05,2
2.603e+05,2.6057e+05,2
2.6058e+05,2.6086e+05,2
2.6087e+05,2.6115e+05,2
2.6116e+05,2.6143e+05,2
2.6144e+05,2.6172e+05,2
2.6173e+05,2.6201e+05,2
2.6202e+05,2.623e+05,2
2.623e+05,2.6258e+05,2
2.6258e+05,2.6286e+05,2
2.6287e+05,2.6315e+05,2
2.6316e+05,2.6344e+05,2
2.6344e+05,2.6372e+05,2
2.6373e+05,2.6401e+05,2
2.6402e+05,2.643e+05,2
2.6431e+05,2.6458e+05,2
2.6459e+05,2.6487e+05,2
2.6487e+05,2.6515e+05,2
2.6515e+05,2.6543e+05,2
2.6543e+05,2.6571e+05,2
2.6569e+05,2.6597e+05,2
2.6595e+05,2.6623e+05,2
2.6622e+05,2.665e+05,2
2.6649e+05,2.6676e+05,2
2.6675e+05,2.6703e+05,2
2.67e+05,2.6728e+05,2
2.6727e+05,2.6755e+05,2
2.6754e+05,2.6782e+05,2
2.6782e+05,2.681e+05,2
2.681e+05,2.6838e+05,2
2.6839e+05,2.6867e+05,2
2.6867e+05,2.6895e+05,2
2.6895e+05,2.6923e+05,2
2.6924e+05,2.6952e+05,2
2.6952e+05,2.698e+05,2
2.698e+05,2.7008e+05,2
2.7008e+05,2.7036e+05,2
2.7037e+05,2.7065e+05,2
2.7065e+05,2.7093e+05,2
2.7093e+05,2.7121e+05,2
2.7122e+05,2.7149e+05,2
2.715e+05,2.7178e+05,2
2.7178e+05,2.7206e+05,2
2.7207e+05,2.7235e+05,2
2.7236e+05,2.7264e+05,2
2.7265e+05,2.7292e+05,2
2.7293e+05,2.7321e+05,2
2.7322e+05,2.735e+05,2
2.7351e+05,2.7379e+05,2
2.738e+05,2.7408e+05,2
2.7409e+05,2.7437e+05,2
2.7439e+05,2.7467e+05,2
